time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),wind_speed_10m (km/h),cloud_cover (%),surface_pressure (hPa)
2023-09-22T17:00,26.6,85,7,18.8,100,1010.8
2023-09-22T18:00,27.1,84,1.2,18.9,100,1009.9
2023-09-22T19:00,26.9,83,1.7,23.6,100,1009.6
2023-09-22T20:00,26.9,83,1.7,24.4,100,1009.2
2023-09-22T21:00,27,85,0.8,23.8,100,1009
2023-09-22T22:00,27.5,82,0.5,26.4,100,1009.2
2023-09-22T23:00,26.8,85,0.8,31.3,100,1010.1
2023-09-23T00:00,27.4,85,0.6,25.5,100,1011.1
2023-09-23T01:00,27.5,86,0,21.9,100,1011.3
2023-09-23T02:00,27.6,86,0,26,100,1011.5
2023-09-23T03:00,27.9,83,0.1,23.3,100,1011.2
2023-09-23T04:00,27.8,85,0.1,22.1,100,1010.5
2023-09-23T05:00,28,84,0.1,21.6,100,1009.7
2023-09-23T06:00,28.1,83,0.2,21.9,100,1008.8
2023-09-23T07:00,28,83,0.3,23.7,100,1008
2023-09-23T08:00,28.1,81,0.5,26.1,100,1007.7
2023-09-23T09:00,28,81,0.3,21.1,100,1007.2
2023-09-23T10:00,27.7,84,0.4,20.9,100,1007.5
2023-09-23T11:00,27.8,84,0.2,19.7,100,1008
2023-09-23T12:00,28.5,79,0.1,16.6,95,1009
2023-09-23T13:00,28.7,77,0,17.1,100,1009.7
2023-09-23T14:00,28.8,76,0,16.4,100,1010.6
2023-09-23T15:00,28.8,77,0,17.8,100,1010.7
2023-09-23T16:00,28.7,79,0,18.3,100,1010.4
2023-09-23T17:00,28.8,78,0,17.6,100,1009.8
2023-09-23T18:00,28.6,76,0.1,17.2,100,1009.1
2023-09-23T19:00,28.6,78,0,17,100,1008.3
2023-09-23T20:00,28.2,78,0.1,20.6,100,1008
2023-09-23T21:00,26,87,2.2,23.6,100,1008.4
2023-09-23T22:00,26.9,85,0.3,28.3,85,1008.7
2023-09-23T23:00,26.9,84,0.2,21.3,31,1009.3
2023-09-24T00:00,27,85,0.2,20,29,1009.9
2023-09-24T01:00,27.2,84,0.6,24.2,100,1010.4
2023-09-24T02:00,27,84,2.1,26.6,100,1011.1
2023-09-24T03:00,27,85,1.9,27.9,100,1011
2023-09-24T04:00,27.3,84,0,26.9,100,1010.2
2023-09-24T05:00,27.4,83,0.5,24,98,1009.3
2023-09-24T06:00,26.2,87,3.3,28.4,100,1008.8
2023-09-24T07:00,27.2,83,0.2,24.2,98,1007.6
2023-09-24T08:00,27.1,83,0.3,26.6,100,1007.2
2023-09-24T09:00,27.1,83,0.6,26.4,100,1007
2023-09-24T10:00,27.6,82,0.1,24.6,100,1007.3
2023-09-24T11:00,26.5,86,1.2,25,100,1008.2
2023-09-24T12:00,28.2,80,2.2,25.1,100,1008.7
2023-09-24T13:00,28.4,77,0.3,26,100,1009.3
2023-09-24T14:00,27.4,83,0.9,24.2,100,1010.1
2023-09-24T15:00,28.1,80,0.4,17.9,100,1010.1
2023-09-24T16:00,28.6,77,0,21,100,1008.9
2023-09-24T17:00,28.8,76,0,23.1,100,1008.1
2023-09-24T18:00,28.7,77,0,23,100,1007.6
2023-09-24T19:00,29.1,72,0,23.3,100,1007.2
2023-09-24T20:00,29,73,0,25.1,100,1007.4
2023-09-24T21:00,28.8,73,0.1,24.4,100,1007.5
2023-09-24T22:00,28.5,76,0,24.8,99,1007.8
2023-09-24T23:00,28.4,77,0.1,28,100,1008
2023-09-25T00:00,26.9,84,0.1,21.9,100,1010.2
2023-09-25T01:00,26.6,86,2.4,25,100,1009.7
2023-09-25T02:00,27.8,82,0.1,27.9,100,1009.9
2023-09-25T03:00,28.1,80,0.1,35.8,100,1009.9
2023-09-25T04:00,28.3,80,0,36.5,100,1009.3
2023-09-25T05:00,28,81,1.5,31.6,100,1008.4
2023-09-25T06:00,28.8,77,0.2,35.4,100,1007.1
2023-09-25T07:00,29.5,71,0,37.4,100,1006.2
2023-09-25T08:00,29.5,72,0,36.4,100,1005.6
2023-09-25T09:00,29.5,71,0,36.7,100,1005.8
2023-09-25T10:00,29.6,71,0,37.7,100,1006.4
2023-09-25T11:00,29.5,72,0,35.4,100,1007.2
2023-09-25T12:00,29.9,72,0.1,29.8,100,1007.9
2023-09-25T13:00,29.9,69,0,29.5,100,1008.4
2023-09-25T14:00,29.7,71,0,28.5,96,1008.6
2023-09-25T15:00,29.7,73,0,29.1,89,1009.4
2023-09-25T16:00,29.6,72,0,27,99,1009.2
2023-09-25T17:00,29.2,72,0.1,30.5,34,1008.6
2023-09-25T18:00,28.1,75,1,30.6,71,1008.8
2023-09-25T19:00,25.6,89,1.3,29.7,98,1008.8
2023-09-25T20:00,27.1,84,0.3,26.9,99,1008.1
2023-09-25T21:00,26.8,85,1.8,33.9,100,1008.4
2023-09-25T22:00,27.2,84,0.8,33.2,100,1008.4
2023-09-25T23:00,27.8,83,0,30.1,99,1008.9
2023-09-26T00:00,26.8,86,0,27.5,100,1010.6
2023-09-26T01:00,27,86,1.8,27.2,100,1010.8
2023-09-26T02:00,27.5,86,1.4,29.8,100,1011.2
2023-09-26T03:00,27.5,77,0.3,32.8,100,1011.1
2023-09-26T04:00,27.5,79,0.2,25.3,100,1010.5
2023-09-26T05:00,27.8,78,0.1,22.4,100,1009.2
2023-09-26T06:00,27.6,82,0,20.1,97,1007.9
2023-09-26T07:00,27.8,84,0,17.8,99,1007
2023-09-26T08:00,28.1,82,0,20.9,99,1006.5
2023-09-26T09:00,28.4,80,0,23,100,1006.6
2023-09-26T10:00,28.5,81,0,22.8,97,1007
2023-09-26T11:00,28.8,81,0,24.4,100,1008.2
2023-09-26T12:00,29.4,76,0.2,22.6,100,1008.4
2023-09-26T13:00,29.9,70,0.1,27.2,88,1009.5
2023-09-26T14:00,29.6,75,0,26.6,100,1010.2
2023-09-26T15:00,29.5,73,0.1,26.4,100,1010.4
2023-09-26T16:00,29.5,75,0,25.7,83,1009.9
2023-09-26T17:00,29.4,76,0,26,89,1009.4
2023-09-26T18:00,29.2,76,0,26.5,93,1008.6
2023-09-26T19:00,28.4,78,0.2,28.9,93,1008.1
2023-09-26T20:00,29.4,72,0,31.1,75,1007.6
2023-09-26T21:00,29.4,70,0.1,32.1,96,1007.6
2023-09-26T22:00,29.1,72,0.2,30.8,98,1008
2023-09-26T23:00,29,73,0.1,28.1,100,1008.6
2023-09-27T00:00,29.5,72,0,21.1,98,1009.2
2023-09-27T01:00,29.5,73,0,17.6,42,1009.6
2023-09-27T02:00,29.6,74,0,17.8,55,1010.1
2023-09-27T03:00,29.5,75,0,18.8,93,1010.3
2023-09-27T04:00,29.6,75,0,20.6,68,1010.1
2023-09-27T05:00,29.5,76,0,20.3,12,1009.1
2023-09-27T06:00,29.5,75,0,21.6,100,1007.8
2023-09-27T07:00,29.5,76,0,22.3,100,1007
2023-09-27T08:00,29.5,76,0,21.9,87,1006.4
2023-09-27T09:00,29.5,76,0,22.1,72,1006.1
2023-09-27T10:00,29.6,74,0,21.3,89,1006.8
2023-09-27T11:00,29.7,74,0,21.9,94,1007.6
2023-09-27T12:00,30,70,0,15.1,90,1008.8
2023-09-27T13:00,29.9,71,0,13.4,94,1009.5
2023-09-27T14:00,29.8,73,0,16.2,97,1010
2023-09-27T15:00,29.8,74,0,18.3,51,1010.6
2023-09-27T16:00,29.5,74,0,16.6,84,1010.3
2023-09-27T17:00,29.5,75,0,18.5,83,1009.9
2023-09-27T18:00,29.2,76,0,18.6,100,1009.5
2023-09-27T19:00,29.1,77,0,19.2,100,1009.3
2023-09-27T20:00,29,77,0,20.7,100,1009.1
2023-09-27T21:00,28.9,78,0,21.3,99,1008.9
2023-09-27T22:00,28.8,80,0,20.1,99,1009.1
2023-09-27T23:00,28.9,80,0,19.5,98,1009.7
2023-09-28T00:00,29.5,76,0,17,100,1010.5
2023-09-28T01:00,29.5,76,0,18.6,78,1010.8
2023-09-28T02:00,29.5,77,0,17.7,99,1011.4
2023-09-28T03:00,29.5,77,0,15.2,93,1011.1
2023-09-28T04:00,29.6,77,0,13.4,19,1010.8
2023-09-28T05:00,29.5,77,0,12.9,28,1010.5
2023-09-28T06:00,29.5,77,0,13.7,14,1009.4
2023-09-28T07:00,29.6,74,0,11.8,23,1008.9
2023-09-28T08:00,29.6,73,0,11.5,13,1008.4
2023-09-28T09:00,29.7,73,0,11.2,42,1008.2
2023-09-28T10:00,29.6,72,0,9,76,1008.4
2023-09-28T11:00,29.6,72,0,8.6,65,1008.9
2023-09-28T12:00,29.8,74,0,7.5,19,1009.9
2023-09-28T13:00,29.6,72,0,4.2,0,1010.5
2023-09-28T14:00,29.6,71,0,2.3,0,1011
2023-09-28T15:00,29.5,73,0,2.7,2,1011.4
2023-09-28T16:00,29.2,75,0,4.3,2,1011.2
2023-09-28T17:00,29,77,0,6,33,1010.7
2023-09-28T18:00,28.8,78,0,7.7,58,1010.1
2023-09-28T19:00,28.6,79,0,6.8,15,1009.7
2023-09-28T20:00,28.5,80,0,8.7,35,1009.4
2023-09-28T21:00,28.5,80,0,9,45,1009.5
2023-09-28T22:00,28.5,80,0,7.1,6,1009.8
2023-09-28T23:00,28.5,79,0,5.8,44,1010.6
2023-09-29T00:00,29,76,0,0.4,63,1010.9
2023-09-29T01:00,29.1,76,0,0.4,100,1011.8
2023-09-29T02:00,29.1,76,0,1.6,29,1012.7
2023-09-29T03:00,29.2,76,0,3.7,35,1012.9
2023-09-29T04:00,29.1,77,0,6.5,64,1012.5
2023-09-29T05:00,29.1,76,0,6.5,88,1012
2023-09-29T06:00,29.2,76,0,7.2,18,1011.2
2023-09-29T07:00,29.4,75,0,7.9,16,1010.5
2023-09-29T08:00,29.2,75,0,6.9,19,1009.8
2023-09-29T09:00,29.2,75,0,7.6,19,1009.3
2023-09-29T10:00,29.2,75,0,12.7,6,1009.6
2023-09-29T11:00,29.5,74,0,12.9,21,1010.2
2023-09-29T12:00,29.4,74,0,5.8,100,1010.8
2023-09-29T13:00,29.5,72,0,3.6,28,1011.5
2023-09-29T14:00,29.6,71,0,5.4,46,1012
2023-09-29T15:00,29.9,70,0,9.2,14,1012.8
2023-09-29T16:00,29.8,71,0,13.6,20,1012.7
2023-09-29T17:00,29.7,71,0,17.5,29,1012.5
2023-09-29T18:00,29.2,74,0,19.8,46,1011.9
2023-09-29T19:00,28.8,78,0,18.8,55,1011.3
2023-09-29T20:00,28.8,78,0,15.9,99,1010.6
2023-09-29T21:00,28.8,79,0,15.2,89,1010.6
2023-09-29T22:00,28.6,80,0,16.6,91,1010.9
2023-09-29T23:00,28.5,81,0,16.8,71,1011.6
2023-09-30T00:00,29,77,0,15.8,100,1011.2
2023-09-30T01:00,29.1,76,0,11.9,100,1011.3
2023-09-30T02:00,29.2,76,0,12,100,1012.6
2023-09-30T03:00,28.9,80,0.2,14.1,93,1012.7
2023-09-30T04:00,28.2,83,0.7,12.9,100,1012.4
2023-09-30T05:00,26.7,84,2,16,100,1011.5
2023-09-30T06:00,27.2,83,1.2,22.1,100,1011.5
2023-09-30T07:00,26.8,84,4,23.2,100,1011.3
2023-09-30T08:00,26.5,86,4.8,19.9,100,1010.8
2023-09-30T09:00,26.5,83,1.3,19.8,100,1010.7
2023-09-30T10:00,26.8,85,0.2,20.5,100,1010.7
2023-09-30T11:00,27.2,82,0.3,19.2,100,1010.2
2023-09-30T12:00,27.6,80,0.1,17,100,1010.9
2023-09-30T13:00,27.5,82,0,15.9,100,1011.4
2023-09-30T14:00,27.8,82,0,15.3,100,1011.9
2023-09-30T15:00,27.9,82,0,15.7,100,1011.9
2023-09-30T16:00,27.9,82,0,15.1,100,1012.1
2023-09-30T17:00,28,82,0,17.4,100,1011.2
2023-09-30T18:00,28,82,0,19.2,100,1010.5
2023-09-30T19:00,28,81,0,21.9,100,1009.5
2023-09-30T20:00,27.5,83,0.6,30,100,1009.2
2023-09-30T21:00,27.1,85,0.2,26.4,100,1009.7
2023-09-30T22:00,27.2,85,0.1,24.7,100,1009.7
2023-09-30T23:00,27.7,82,0.4,20.5,100,1010.5
2023-10-01T00:00,27.5,81,0.4,20.6,100,1010.9
2023-10-01T01:00,28.2,76,0,19.3,100,1011
2023-10-01T02:00,28.4,75,0,23.9,100,1011.2
2023-10-01T03:00,28.5,77,0,23.2,100,1012.1
2023-10-01T04:00,28.1,81,0,21.9,100,1011.7
2023-10-01T05:00,26.5,87,4.2,22.3,100,1011.6
2023-10-01T06:00,26.5,87,1.6,21.6,100,1010.1
2023-10-01T07:00,27,85,0.3,19.6,100,1009.5
2023-10-01T08:00,27.4,84,0.4,19.9,100,1009
2023-10-01T09:00,27.4,84,0.3,14.5,100,1008.2
2023-10-01T10:00,27.6,84,0.1,14.7,100,1008.3
2023-10-01T11:00,27.9,84,0,15.1,100,1009.3
2023-10-01T12:00,29,79,0,20.6,100,1009.7
2023-10-01T13:00,26.8,87,0.4,28.9,100,1010.8
2023-10-01T14:00,26.7,87,0.1,21.7,100,1011.5
2023-10-01T15:00,27.4,85,0,19.8,100,1011.9
2023-10-01T16:00,27.9,83,0.1,18.6,100,1012
2023-10-01T17:00,28.1,83,0,17.5,100,1011.5
2023-10-01T18:00,28.2,82,0,20,100,1010.7
2023-10-01T19:00,28.5,80,0,20.4,100,1009.8
2023-10-01T20:00,28.8,77,0,20.6,100,1009.4
2023-10-01T21:00,29,76,0,21.6,100,1009.2
2023-10-01T22:00,29,77,0,25.2,100,1009.4
2023-10-01T23:00,29,77,0,23.5,100,1010.1
2023-10-02T00:00,27.9,81,0,14.2,100,1011.2
2023-10-02T01:00,28.6,76,0,17.6,100,1011.7
2023-10-02T02:00,28.6,76,0.4,20.8,100,1012.3
2023-10-02T03:00,27.8,80,0.2,18.8,100,1012.6
2023-10-02T04:00,25.2,89,4.5,19.6,99,1012.9
2023-10-02T05:00,26.2,86,0.9,11.2,99,1011.5
2023-10-02T06:00,27,85,0.1,12.2,94,1010.4
2023-10-02T07:00,27.2,84,0,22.3,93,1009.9
2023-10-02T08:00,27.1,84,0.9,28.4,96,1009.9
2023-10-02T09:00,27.4,84,1,26.4,100,1009.6
2023-10-02T10:00,27.2,84,0.1,21.6,83,1009.2
2023-10-02T11:00,28,79,0,21.6,99,1010.1
2023-10-02T12:00,26.8,85,0,19.3,100,1011.8
2023-10-02T13:00,27.5,83,0.5,18.5,100,1012
2023-10-02T14:00,27.9,82,0,20.9,100,1012.9
2023-10-02T15:00,27.9,82,0,20.9,100,1013.1
2023-10-02T16:00,28,81,0.2,19.8,100,1012.7
2023-10-02T17:00,28.2,81,0.2,17.3,100,1012.3
2023-10-02T18:00,28.2,78,0.4,17.3,100,1011.7
2023-10-02T19:00,28.5,77,0.2,21.3,100,1010.9
2023-10-02T20:00,28.5,74,0.1,25.4,100,1010.5
2023-10-02T21:00,28.1,78,0.1,22.8,100,1010.3
2023-10-02T22:00,28.2,80,0,20.2,100,1010.5
2023-10-02T23:00,28.3,79,0,22.5,100,1011.2
2023-10-03T00:00,29,73,0,19.2,100,1011.7
2023-10-03T01:00,28.9,76,0,18.3,29,1012.3
2023-10-03T02:00,29,76,0,18.1,34,1013
2023-10-03T03:00,30,65,0,17.8,93,1013.1
2023-10-03T04:00,29.9,67,0,20.1,97,1012.6
2023-10-03T05:00,29.8,68,0,19.9,98,1011.4
2023-10-03T06:00,29.9,69,0,21.9,98,1010.3
2023-10-03T07:00,29.8,71,0,23,67,1009.5
2023-10-03T08:00,29.6,72,0,21.4,69,1009.2
2023-10-03T09:00,29.5,75,0,22.5,88,1009
2023-10-03T10:00,29.5,75,0,22.3,3,1009.1
2023-10-03T11:00,29.5,71,0,24.1,45,1009.6
2023-10-03T12:00,29.2,77,0,21.2,19,1010.9
2023-10-03T13:00,29,81,0,18.8,35,1011.6
2023-10-03T14:00,29,82,0,16.8,100,1012.3
2023-10-03T15:00,28.8,83,0,14.3,44,1012.4
2023-10-03T16:00,28.7,84,0,17.1,86,1012.4
2023-10-03T17:00,28.8,81,0,18.1,99,1011.7
2023-10-03T18:00,28.8,81,0,18.4,99,1010.9
2023-10-03T19:00,28.9,80,0,19.6,100,1010.4
2023-10-03T20:00,28.9,79,0,22.1,89,1010
2023-10-03T21:00,28.9,78,0,22.5,100,1009.9
2023-10-03T22:00,28.6,80,0,22.5,100,1010.5
2023-10-03T23:00,28.1,80,0.8,23.7,100,1011.3
2023-10-04T00:00,29,74,0.4,24.5,100,1011.8
2023-10-04T01:00,28.5,81,0,22.5,97,1012.6
2023-10-04T02:00,28.4,82,0,21.2,100,1012.8
2023-10-04T03:00,28.5,82,0,18.9,100,1012.8
2023-10-04T04:00,28.7,81,0,18.7,49,1011.8
2023-10-04T05:00,28.7,80,0.1,19.3,38,1011
2023-10-04T06:00,28.8,78,0.2,21.6,48,1010.3
2023-10-04T07:00,28.6,79,0.1,22.9,39,1009.4
2023-10-04T08:00,29,77,0,24.1,29,1008.8
2023-10-04T09:00,29.2,75,0,23.4,53,1008.3
2023-10-04T10:00,29.2,75,0,21.1,18,1008.2
2023-10-04T11:00,29.3,76,0,20,19,1008.7
2023-10-04T12:00,29.6,73,0,17.1,57,1010
2023-10-04T13:00,29.8,72,0,17.8,51,1010.5
2023-10-04T14:00,29.8,72,0,16.8,96,1011.5
2023-10-04T15:00,29.7,72,0,16.6,94,1011.8
2023-10-04T16:00,29.5,74,0,17.6,98,1011.5
2023-10-04T17:00,29.4,75,0,17.5,93,1011.2
2023-10-04T18:00,29.2,75,0,17.4,100,1010.5
2023-10-04T19:00,29.1,75,0,15.3,100,1009.8
2023-10-04T20:00,29,76,0,12.2,92,1009.6
2023-10-04T21:00,29,76,0,12,100,1009.3
2023-10-04T22:00,29,77,0,13.4,100,1009.6
2023-10-04T23:00,29,77,0,14,99,1010.3
2023-10-05T00:00,29.5,73,0,12.4,100,1010.7
2023-10-05T01:00,29.4,73,0,13.9,100,1011.3
2023-10-05T02:00,29.4,74,0,14.3,99,1012.1
2023-10-05T03:00,29.2,74,0,14.8,100,1012
2023-10-05T04:00,29.4,72,0,13.2,100,1011.4
2023-10-05T05:00,29.5,71,0,14.8,100,1010.6
2023-10-05T06:00,29.8,70,0,14.8,100,1009.4
2023-10-05T07:00,29.9,69,0,14.5,98,1008.6
2023-10-05T08:00,29.9,69,0,15.5,31,1007.7
2023-10-05T09:00,29.8,70,0,12.3,36,1007.2
2023-10-05T10:00,29.8,71,0,11.7,12,1007.5
2023-10-05T11:00,29.6,72,0,13.3,42,1007.9
2023-10-05T12:00,29.9,71,0,9.2,95,1008.9
2023-10-05T13:00,29.9,71,0,8.6,100,1009.7
2023-10-05T14:00,29.8,72,0,9,100,1010
2023-10-05T15:00,29.6,73,0,9,99,1010.5
2023-10-05T16:00,29.5,74,0,9.6,96,1010.9
2023-10-05T17:00,29.4,75,0,10,93,1010.6
2023-10-05T18:00,29.4,73,0,10.1,98,1010.1
2023-10-05T19:00,29.2,74,0,10,47,1009.6
2023-10-05T20:00,29.1,74,0,11.2,100,1009.3
2023-10-05T21:00,29.1,75,0,10.4,99,1009.2
2023-10-05T22:00,29,76,0,9.7,10,1009.2
2023-10-05T23:00,29,77,0,10.8,14,1009.9
2023-10-06T00:00,29.8,70,0,10.9,7,1010.8
2023-10-06T01:00,29.7,71,0,13.1,26,1011.5
2023-10-06T02:00,29.6,72,0,12,8,1011.7
2023-10-06T03:00,29.5,73,0,11.4,1,1011.6
2023-10-06T04:00,29.5,73,0,10.7,0,1010.8
2023-10-06T05:00,29.6,73,0,8.8,0,1010.2
2023-10-06T06:00,29.6,73,0,7.6,0,1009.4
2023-10-06T07:00,29.6,74,0,8,0,1008.3
2023-10-06T08:00,29.6,74,0,8.6,0,1007.4
2023-10-06T09:00,29.7,73,0,10.4,9,1006.9
2023-10-06T10:00,29.8,74,0,10.2,96,1007.3
2023-10-06T11:00,29.8,75,0,11.2,87,1008.3
2023-10-06T12:00,29.8,76,0,11.3,30,1009.2
2023-10-06T13:00,29.8,77,0,9.9,68,1010.3
2023-10-06T14:00,29.8,76,0,11.6,98,1011.2
2023-10-06T15:00,29.9,73,0,11.8,99,1011.7
2023-10-06T16:00,29.7,74,0,10.9,98,1011.5
2023-10-06T17:00,29.6,73,0,10.2,99,1011.2
2023-10-06T18:00,29.5,74,0,7.9,95,1010.5
2023-10-06T19:00,29.4,74,0,7.2,92,1010.2
2023-10-06T20:00,29.2,74,0,8.7,89,1009.9
2023-10-06T21:00,29.1,75,0,8.6,84,1009.7
2023-10-06T22:00,29,76,0,5.9,90,1009.8
2023-10-06T23:00,29,76,0,3.6,87,1010.4
2023-10-07T00:00,30.1,65,0,4.3,86,1011.4
2023-10-07T01:00,30,65,0,2.3,98,1012
2023-10-07T02:00,30,66,0,3.6,100,1012.2
2023-10-07T03:00,30.1,65,0,0.8,100,1012.6
2023-10-07T04:00,30.1,65,0,0.7,91,1011.9
2023-10-07T05:00,30.1,66,0,4.5,90,1011.3
2023-10-07T06:00,30.1,67,0,8,52,1010.3
2023-10-07T07:00,30.3,65,0,10.9,15,1009.4
2023-10-07T08:00,30.2,66,0,13.8,18,1008.6
2023-10-07T09:00,30.1,67,0,12.3,27,1008.1
2023-10-07T10:00,30.2,67,0,10.6,79,1008.6
2023-10-07T11:00,30,68,0,10,97,1009.4
2023-10-07T12:00,29.3,73,0,7.4,98,1010.2
2023-10-07T13:00,29.2,74,0,7.6,87,1011
2023-10-07T14:00,29.2,75,0,8.7,94,1011.8
2023-10-07T15:00,29.1,76,0,6.1,99,1012.1
2023-10-07T16:00,29,76,0,5.4,97,1011.7
2023-10-07T17:00,28.8,78,0,8.7,4,1011.3
2023-10-07T18:00,28.7,79,0,9.2,3,1010.7
2023-10-07T19:00,28.6,79,0,6.4,79,1010.3
2023-10-07T20:00,28.6,79,0,5.5,100,1010.4
2023-10-07T21:00,28.5,80,0,4.2,96,1010.5
2023-10-07T22:00,28.5,81,0,3.9,2,1011.1
2023-10-07T23:00,28.4,81,0,4.1,27,1011.7
2023-10-08T00:00,29,80,0,4.3,36,1012.2
2023-10-08T01:00,29,79,0,3.3,92,1012.7
2023-10-08T02:00,29.1,79,0,2.7,49,1013.2
2023-10-08T03:00,29.1,79,0,2.2,6,1012.9
2023-10-08T04:00,29.1,79,0,0.7,32,1012.3
2023-10-08T05:00,29.2,76,0,0.4,17,1011.8
2023-10-08T06:00,29.3,75,0,1.8,9,1011
2023-10-08T07:00,29.3,75,0,3.1,14,1010.3
2023-10-08T08:00,29.4,73,0,4.3,11,1009.4
2023-10-08T09:00,29.5,74,0,6.8,6,1009.2
2023-10-08T10:00,29.5,73,0,7.2,8,1009.5
2023-10-08T11:00,29.6,72,0,6.2,99,1010.2
2023-10-08T12:00,29.8,69,0,5.7,99,1011.4
2023-10-08T13:00,29.7,70,0,6.3,99,1012.1
2023-10-08T14:00,29.6,71,0,6.4,100,1012.6
2023-10-08T15:00,29.5,70,0,6,75,1012.7
2023-10-08T16:00,29.5,71,0,8.4,72,1012.7
2023-10-08T17:00,29.5,71,0,11.9,6,1011.9
2023-10-08T18:00,29.4,71,0,15,10,1011.4
2023-10-08T19:00,29.2,71,0,14.8,6,1011
2023-10-08T20:00,29.1,72,0,14.3,9,1010.8
2023-10-08T21:00,29,73,0,14.7,26,1010.5
2023-10-08T22:00,28,79,0,22.6,61,1011.1
2023-10-08T23:00,27.8,81,0,16.1,50,1011.9
2023-10-09T00:00,27.1,83,0,15.3,90,1012.8
2023-10-09T01:00,27.9,81,0,17.6,98,1013.4
2023-10-09T02:00,27.9,81,0,19.1,94,1013.6
2023-10-09T03:00,28,81,0,16.8,94,1013.8
2023-10-09T04:00,28.8,77,0,19,100,1013
2023-10-09T05:00,28.7,77,0.3,18.6,94,1012.3
2023-10-09T06:00,28.6,79,0.1,18.3,97,1011.3
2023-10-09T07:00,28.7,79,0,16.1,36,1010.3
2023-10-09T08:00,28.7,79,0,15.5,17,1009.5
2023-10-09T09:00,28.6,81,0,15.5,18,1009
2023-10-09T10:00,28.5,82,0,12.7,6,1009.3
2023-10-09T11:00,28.6,81,0,8.7,18,1010.2
2023-10-09T12:00,29.6,73,0,11.4,34,1010.7
2023-10-09T13:00,29.6,74,0,10.2,100,1011.8
2023-10-09T14:00,29.6,74,0,9.2,100,1012.6
2023-10-09T15:00,29.5,75,0,8.9,100,1012.8
2023-10-09T16:00,29,77,0,10.7,84,1012.7
2023-10-09T17:00,28.9,79,0,9.7,69,1012
2023-10-09T18:00,28.8,80,0,9,26,1010.9
2023-10-09T19:00,28.6,81,0,11.2,51,1010.3
2023-10-09T20:00,28.6,81,0,11,33,1009.9
2023-10-09T21:00,28.6,81,0,10.4,22,1010.1
2023-10-09T22:00,28.7,79,0.1,11.6,30,1010.3
2023-10-09T23:00,28.8,78,0,11.3,54,1010.7
2023-10-10T00:00,29.9,71,0,7.4,24,1010.9
2023-10-10T01:00,30,69,0,12.5,96,1011.9
2023-10-10T02:00,30.1,70,0,14.1,45,1012.1
2023-10-10T03:00,30.1,69,0,13.6,100,1012
2023-10-10T04:00,30.1,68,0,10.7,100,1011.6
2023-10-10T05:00,30.1,68,0,9.9,81,1010.7
2023-10-10T06:00,30.2,66,0,11.3,90,1009.9
2023-10-10T07:00,30.2,65,0.1,13.3,77,1008.8
2023-10-10T08:00,30.3,65,0,12.5,63,1008.3
2023-10-10T09:00,30.2,65,0,11.2,100,1007.9
2023-10-10T10:00,30.2,64,0.2,13.2,93,1008.8
2023-10-10T11:00,29.5,69,0.1,13.8,43,1009.5
2023-10-10T12:00,29.8,68,0,14.3,70,1010.3
2023-10-10T13:00,29.6,69,0,11.2,49,1011
2023-10-10T14:00,29.5,71,0,8.6,86,1011.5
2023-10-10T15:00,29.4,71,0,3.9,77,1011.9
2023-10-10T16:00,29.2,71,0,1.8,30,1011.5
2023-10-10T17:00,29.1,71,0,1.8,56,1010.9
2023-10-10T18:00,29.2,71,0,2.3,89,1010.4
2023-10-10T19:00,29.2,71,0,3.9,53,1009.7
2023-10-10T20:00,29.4,70,0,4.7,22,1009.4
2023-10-10T21:00,29.5,67,0,7.2,9,1009.4
2023-10-10T22:00,29.5,68,0,6.7,20,1009.7
2023-10-10T23:00,29.5,68,0,5.2,47,1010.4
2023-10-11T00:00,29.5,66,0,7.5,21,1011.2
2023-10-11T01:00,29.6,66,0,6.6,100,1011.8
2023-10-11T02:00,29.6,66,0,5.6,96,1012.5
2023-10-11T03:00,29.6,67,0,7.3,77,1012.6
2023-10-11T04:00,29.7,67,0,7,82,1011.9
2023-10-11T05:00,29.8,68,0,8.9,30,1011
2023-10-11T06:00,29.9,67,0,7.4,0,1009.8
2023-10-11T07:00,29.7,65,0.2,8.2,61,1009.2
2023-10-11T08:00,29.6,66,0.1,7.9,71,1008.9
2023-10-11T09:00,29.5,69,0,11.4,99,1008.7
2023-10-11T10:00,29.3,70,0,10.1,78,1008.8
2023-10-11T11:00,29.3,70,0,8.2,48,1009.3
2023-10-11T12:00,29,74,0,5.9,81,1010.4
2023-10-11T13:00,29.1,74,0,5.1,98,1011.3
2023-10-11T14:00,29.2,73,0,2.2,100,1012.3
2023-10-11T15:00,29.2,73,0,3.9,100,1012.5
2023-10-11T16:00,29.2,73,0,4.9,56,1012.1
2023-10-11T17:00,29.2,73,0,4.7,14,1011.6
2023-10-11T18:00,29.1,73,0,5.2,34,1011
2023-10-11T19:00,29,74,0,6.2,56,1010.4
2023-10-11T20:00,29,74,0,7.2,35,1010.1
2023-10-11T21:00,29,75,0,7.2,16,1010.1
2023-10-11T22:00,28.9,75,0.2,6.6,98,1010.5
2023-10-11T23:00,28.8,75,0,5.2,99,1011.1
2023-10-12T00:00,28.8,79,0,2.7,99,1011.8
2023-10-12T01:00,29,77,0,4.7,100,1012.5
2023-10-12T02:00,29.1,75,0,3.6,99,1013
